İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Yakıt Tipi,Yetkili Ofis,Cephe,Site İçerisinde,Depozito,Krediye Uygunluk,Tapu Durumu,Takas
126201-116,30-03-2023,None,None,3 + 1,"
                          150 m2
                        ",7. Kat,23 Yaşında,Kombi,15 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,300 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",Evet (Site Adı Belirtilmemiş),10.000 TL,,,
7186-1432,28-03-2023,None,None,2 + 1,"
                          95 m2
                        ",6. Kat,55 Yaşında,Merkezi,9 Katlı,,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Doğu, Batı",,,,,
117700-209,30-03-2023,None,None,1 + 1,"
                          75 m2
                        ",4. Kat,50 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.000 TL,Doğalgaz,Evet,Kuzey,,16.000 TL,,,
14682-1109,26-03-2023,None,None,3 + 1,"
                          120 m2
                        ",1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,300 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,20.000 TL,,,
20293-551,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",1. Kat,4 Yaşında,Kombi,12 Katlı,Eşyalı,2,Betonarme,İkinci El,,300 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",,35.000 TL,,,
5459-4776,28-03-2023,None,None,2 + 1,"
                          90 m2
                        ",3. Kat,27 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,,,,
71576-6489,30-03-2023,None,None,3 + 1,"
                          180 m2
                        ",5. Kat,18 Yaşında,Kombi,8 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Batı,,18.000 TL,,,
7350-8430,26-03-2023,None,None,3 + 1,"
                          125 m2
                        ",4. Kat,26 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,,,Boş,,,,Batı,Onur Sitesi,,Uygun değil,,
4170-3066,25-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Bahçe Katı,5 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,,,Boş,1 TL,,,,,,Uygun değil,,
33012-6023,29-03-2023,None,None,2 + 1,"
                          85 m2
                        ",6. Kat,20 Yaşında,Kombi,7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu",,20.000 TL,,,
5734-1169,30-03-2023,None,None,3 + 1,"
                          150 m2
                        ",4. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
11114-11586,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Ara Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,,Evet,Batı,,15.000 TL,,,
118119-307,29-03-2023,None,None,3 + 1,"
                          125 m2
                        ",3. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Doğu, Batı",,45.000 TL,,,
130492-2634,26-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Ara Kat,9 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,900 TL,Doğalgaz,Evet,,,,,,
40208-1959,31-03-2023,None,None,2 + 1,"
                          60 m2
                        ",2. Kat,2 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,,,,,,
136619-10,28-03-2023,None,None,2 + 1,"
                          75 m2
                        ",5. Kat,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,850 TL,Doğalgaz,Evet,Güney,,20.000 TL,,,
4492-15426,29-03-2023,None,None,1 + 1,"
                          110 m2
                        ",3. Kat,7 Yaşında,Fancoil Ünitesi,10 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,,,Petek Rezidans,,,,
7553-15063,28-03-2023,None,None,3 + 1,"
                          150 m2
                        ",Bahçe Katı,8 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,13.000 TL,,,
132508-89,31-03-2023,None,None,3 + 1,"
                          110 m2
                        ",En Üst Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,70 TL,Doğalgaz,Evet,,,10.000 TL,,,
132480-82,31-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Yüksek Giriş,8 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,270 TL,Doğalgaz,Evet,Güney,Belinay Evleri Sitesi,22.000 TL,,,
47388-1561,26-03-2023,None,None,1 + 0,"
                          40 m2
                        ",5. Kat,4 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,150 TL,,,,,,,,
129150-58,30-03-2023,None,None,2 + 1,"
                          75 m2
                        ",Yüksek Giriş,4 Yaşında,Klima,4 Katlı,Eşyalı,1,,,Boş,,,,,,,,,
118351-363,29-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,9.000 TL,,,
32918-5793,25-03-2023,None,None,3 + 1,"
                          150 m2
                        ",3. Kat,25 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,,Güney,,17.500 TL,,,
128042-96,30-03-2023,None,None,2 + 1,"
                          85 m2
                        ",1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,165 TL,Doğalgaz,Evet,Güney,,40.000 TL,,,
117737-220,29-03-2023,None,None,3 + 1,"
                          155 m2
                        ",Ara Kat,23 Yaşında,Kombi,3 Katlı,Eşyalı,1,,,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,,,,
2089-12330,31-03-2023,None,None,3 + 1,"
                          125 m2
                        ",Giriş Katı,25 Yaşında,Kombi,3 Katlı,,1,Betonarme,İkinci El,Kiracılı,,Doğalgaz,,,,8.000 TL,,,
64385-3453,28-03-2023,None,None,4 + 1,"
                          155 m2
                        ",5. Kat,8 Yaşında,Kombi,8 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,1.100 TL,Doğalgaz,Evet,"Güney, Doğu",,110.000 TL,,,
2600-18077,27-03-2023,None,None,3 + 1,"
                          110 m2
                        ",8. Kat,35 Yaşında,Merkezi,13 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,Doğalgaz,,"Güney, Doğu, Batı",,56.000 TL,,,
51506-2879,27-03-2023,None,None,3 + 2,"
                          150 m2
                        ",5. Kat,5 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Batı",,15.000 TL,,,
93569-353,26-03-2023,None,None,2 + 1,"
                          90 m2
                        ",Bahçe Katı,40 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Eşyalı Değil,1,Betonarme,,Boş,580 TL,Doğalgaz,Evet,,,12.500 TL,,,
126247-194,27-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Yüksek Giriş,30 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,,,,
4502-1871,25-03-2023,None,None,2 + 1,"
                          105 m2
                        ",Ara Kat,40 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Batı",,15.000 TL,,,
2553-3236,30-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Yüksek Giriş,35 Yaşında,Kombi,5 Katlı,,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
13597-1131,25-03-2023,None,None,2 + 1,"
                          90 m2
                        ",1. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,Doğalgaz,Evet,Güney,,,,,
35090-566,30-03-2023,None,None,2 + 1,"
                          80 m2
                        ",3. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu",,15.000 TL,,,
1006-18435,29-03-2023,None,None,2 + 1,"
                          130 m2
                        ",11. Kat,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı Değil,1,,İkinci El,Kiracılı,,Doğalgaz,Evet,"Güney, Batı",,,Uygun değil,Kat Mülkiyeti,Hayır
1061-2218,30-03-2023,None,None,3 + 1,"
                          125 m2
                        ",Yüksek Giriş,30 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,Güney,,14.000 TL,,,
125572-577,28-03-2023,None,None,2 + 1,"
                          100 m2
                        ",14. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Güney, Batı",,,,,
64979-416,29-03-2023,None,None,2 + 1,"
                          100 m2
                        ",4. Kat,Sıfır Bina,Kombi,7 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Güney, Doğu",,55.000 TL,,,
7425-1996,27-03-2023,None,None,4 + 1,"
                          165 m2
                        ",4. Kat,26 Yaşında,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Doğu, Batı",,23.500 TL,,,
5633-1013,28-03-2023,None,None,3 + 1,"
                          130 m2
                        ",6. Kat,50 Yaşında,Merkezi,12 Katlı,,2,,,Boş,,Doğalgaz,Evet,"Kuzey, Batı",,40.000 TL,,,
9544-218,27-03-2023,None,None,4 + 1,"
                          160 m2
                        ",7. Kat,35 Yaşında,Kombi,8 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,Şaşmaz Sitesi,17.000 TL,,,
1924-11220,28-03-2023,None,None,3 + 1,"
                          125 m2
                        ",3. Kat,37 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,300 TL,Doğalgaz,Evet,Kuzey,,15.000 TL,,,
1114-4978,27-03-2023,None,None,3 + 1,"
                          130 m2
                        ",3. Kat,5 Yaşında,Kombi,4 Katlı,,2,Betonarme,,Boş,,Doğalgaz,,,,,,,
19873-6742,29-03-2023,None,None,3 + 1,"
                          170 m2
                        ",7. Kat,25 Yaşında,Kombi,8 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",,30.000 TL,,,
73540-9915,29-03-2023,None,None,1 + 1,"
                          70 m2
                        ",Yüksek Giriş,4 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu",,,,,
100071-916,30-03-2023,None,None,4 + 2,"
                          175 m2
                        ",En Üst Kat,12 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu",,14.500 TL,,,
62127-1153,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",5. Kat,45 Yaşında,Kombi,5 Katlı,Eşyalı,1,Kagir,,Boş,80 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,,,,
56397-1614,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",2. Kat,4 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,,,Doğalgaz,,Doğu,,30.000 TL,,,
120150-1828,28-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Giriş Katı,20 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,300 TL,Doğalgaz,,Batı,,15.000 TL,,,
102518-104,29-03-2023,None,None,2 + 1,"
                          120 m2
                        ",5. Kat,15 Yaşında,Kombi,6 Katlı,,1,Betonarme,İkinci El,,200 TL,Doğalgaz,Evet,,,18.000 TL,,,
32601-259,24-03-2023,None,None,2 + 1,"
                          120 m2
                        ",4. Kat,25 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Kuzey, Güney",,17.500 TL,,,
2078-7983,27-03-2023,None,None,1 + 1,"
                          75 m2
                        ",2. Kat,11 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,895 TL,,,Kuzey,Dap Şelale Space Center,,Uygun değil,,
4825-1242,26-03-2023,None,None,3 + 1,"
                          125 m2
                        ",9. Kat,22 Yaşında,Merkezi,10 Katlı,Eşyalı,1,Betonarme,İkinci El,,1.000 TL,Doğalgaz,Evet,Batı,,21.000 TL,,,
119373-1392,31-03-2023,None,None,3 + 1,"
                          150 m2
                        ",3. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
16829-2255,27-03-2023,None,None,2 + 1,"
                          100 m2
                        ",1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,8.000 TL,,,
61827-1571,25-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Yüksek Giriş,10 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,200 TL,Doğalgaz,Evet,,,,,,
77755-1702,31-03-2023,None,None,1 + 1,"
                          54 m2
                        ",14. Kat,1 Yaşında,Kombi,14 Katlı,Eşyalı,1,Betonarme,,Boş,2.181 TL,Doğalgaz,Evet,,,,,,
0-40556405,31-03-2023,None,None,1 + 1,"
                          82 m2
                        ",2. Kat,7 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,90 TL,Doğalgaz,,"Kuzey, Batı",,7.400 TL,,,
0-40555419,31-03-2023,None,None,2 + 1,"
                          85 m2
                        ",1. Kat,30 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,Doğalgaz,,"Kuzey, Doğu, Batı",,13.000 TL,,,
68305-1660,27-03-2023,None,None,2 + 1,"
                          75 m2
                        ",6. Kat,2 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,10.000 TL,,,
66056-8103,27-03-2023,None,None,5 + 2,"
                          300 m2
                        ",4. Kat,20 Yaşında,Merkezi,4 Katlı,Eşyalı,3,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
43996-20055,30-03-2023,None,None,2 + 1,"
                          80 m2
                        ",1. Kat,2 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,80 TL,Doğalgaz,Evet,Güney,,10.000 TL,,,
1599-10307,31-03-2023,None,None,3 + 1,"
                          110 m2
                        ",Yüksek Giriş,34 Yaşında,Kombi,5 Katlı,,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,Batı,,,,,
7182-4215,30-03-2023,None,None,3 + 1,"
                          110 m2
                        ",5. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,250 TL,Doğalgaz,Evet,Güney,,6.000 TL,,,
1315-4910,31-03-2023,None,None,1 + 1,"
                          56 m2
                        ",4. Kat,28 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,950 TL,Doğalgaz,Evet,Doğu,,18.000 TL,,,
92222-481,28-03-2023,None,None,4 + 1,"
                          160 m2
                        ",3. Kat,24 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,250 TL,Doğalgaz,Evet,,,,,,
91376-529,30-03-2023,None,None,2 + 1,"
                          130 m2
                        ",2. Kat,16 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,İkinci El,Boş,,,,,,,,,
30608-4797,30-03-2023,None,None,1 + 1,"
                          70 m2
                        ",4. Kat,11 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,,,Boş,1.5 TL,,,Güney,Aqua City 2010,,Uygun değil,,
17652-1186,28-03-2023,None,None,1 + 1,"
                          55 m2
                        ",10. Kat,30 Yaşında,Merkezi,14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Kuzey,,30.000 TL,,,
16521-1627,31-03-2023,None,None,2 + 1,"
                          130 m2
                        ",7. Kat,31 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,750 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",Site 59 Sitesi,,,,
124037-624,27-03-2023,None,None,2 + 1,"
                          85 m2
                        ",5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),6 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Güney, Doğu",,25.000 TL,,,
25872-393,29-03-2023,None,None,2 + 1,"
                          100 m2
                        ",En Üst Kat,5 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,14.000 TL,,,
97945-1378,25-03-2023,None,None,3 + 1,"
                          110 m2
                        ",4. Kat,30 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,,,Boş,,Doğalgaz,Evet,"Güney, Doğu",,,,,
19631-1921,31-03-2023,None,None,2 + 1,"
                          100 m2
                        ",1. Kat,6 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150 TL,Doğalgaz,Evet,"Kuzey, Güney",,18.000 TL,,,
5956-5929,27-03-2023,None,None,2 + 1,"
                          95 m2
                        ",En Üst Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100 TL,Doğalgaz,Evet,"Kuzey, Doğu",,11.000 TL,,,
24555-6084,27-03-2023,None,None,3 + 1,"
                          145 m2
                        ",3. Kat,26 Yaşında,Kombi,6 Katlı,Eşyalı Değil,2,,İkinci El,Boş,200 TL,Doğalgaz,Evet,Güney,,36.000 TL,,,
105837-334,30-03-2023,None,None,4 + 1,"
                          202 m2
                        ",Bahçe Katı,5 Yaşında,Merkezi (Pay Ölçer),26 Katlı,Eşyalı Değil,2,,,Boş,1.6 TL,,,Güney,Vaditepe Bahçeşehir 3.Bölge,,Uygun değil,,
114219-451,29-03-2023,None,None,3 + 1,"
                          110 m2
                        ",3. Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,,,Kiracılı,,,,"Güney, Doğu, Batı",,,Uygun değil,,
67434-435,25-03-2023,None,None,2 + 1,"
                          75 m2
                        ",Yüksek Giriş,3 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",,10.000 TL,,,
36118-15973,31-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Yüksek Giriş,30 Yaşında,Kombi,12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,400 TL,Doğalgaz,Evet,"Kuzey, Doğu, Batı",Sandoz Sitesi,28.000 TL,,,
34401-11606,29-03-2023,None,None,2 + 1,"
                          125 m2
                        ",En Üst Kat,7 Yaşında,Kombi,6 Katlı,Eşyalı,2,,,,,,Evet,"Güney, Doğu",,,,,
16577-1208,31-03-2023,None,None,2 + 1,"
                          95 m2
                        ",Kot 1,Sıfır Bina,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,150 TL,Doğalgaz,Evet,"Kuzey, Güney",,20.000 TL,,,
1172-186451,27-03-2023,None,None,5 + 1,"
                          260 m2
                        ",En Üst Kat,30 Yaşında,Merkezi (Pay Ölçer),2 Katlı,,2,Betonarme,İkinci El,Boş,1.300 TL,Doğalgaz,Evet,,,220.000 TL,,,
109941-70,29-03-2023,None,None,4 + 2,"
                          125 m2
                        ",Bahçe Katı,25 Yaşında,Isıtma Yok,3 Katlı,Eşyalı,4,Betonarme,İkinci El,Boş,,,,,,,,,
1171-10919,30-03-2023,None,None,5 + 2,"
                          457 m2
                        ",En Üst Kat,8 Yaşında,Merkezi (Pay Ölçer),40 Katlı,Eşyalı Değil,5,,Sıfır,Boş,7.500 TL,Elektrik,Evet,"Kuzey, Batı",,165.000 TL,,,
32039-8016,30-03-2023,None,None,4 + 1,"
                          240 m2
                        ",7. Kat,8 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Eşyalı,3,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
129423-178,28-03-2023,None,None,3 + 1,"
                          275 m2
                        ",Giriş Katı,5 Yaşında,Kombi,7 Katlı,Eşyalı Değil,3,,,Boş,,,,"Güney, Doğu",Alto Casa Residenza,,Uygun değil,,
45254-3779,28-03-2023,None,None,3 + 1,"
                          120 m2
                        ",6. Kat,39 Yaşında,Merkezi,11 Katlı,Eşyalı,2,,İkinci El,Boş,,Doğalgaz,,"Güney, Doğu, Batı",,,,,
7005-1251,31-03-2023,None,None,3 + 1,"
                          120 m2
                        ",3. Kat,35 Yaşında,Merkezi,7 Katlı,,2,,İkinci El,Boş,350 TL,Doğalgaz,Evet,"Güney, Doğu",,12.000 TL,,,
136782-9,28-03-2023,None,None,2 + 1,"
                          95 m2
                        ",10. Kat,1 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı,2,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Güney, Batı",,,,,
115060-609,26-03-2023,None,None,1 + 1,"
                          82 m2
                        ",21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,1,,,Boş,,,,Güney,Oyak Dragos,,Uygun değil,,
